emotion_class,cleaned_text
fear,ဘာ မှန်း မ သိ တဲ့ အ ရာ ကို ကြောက် နေ ရ တာ ပို ဆိုး တယ်
anger,မင်း မျက် နှာ ကို လုံး ဝ မ မြင် ချင် ဘူး
suprise,ဟား ... အံ့ ဩ စ ရာ တွေ ချည်း ပါ ပဲ လား
suprise,အ မ လေး ... အိမ် မက် မက် နေ တာ လား ပဲ
joy,ကူ ညီ ရ လို့ ပျော် တယ်
suprise,ဟာ ကွာ ... မိုက် လိုက် တာ ၊ လုံး ဝ မ မျှော် လင့် ထား ဘူး
sadness,မျှော် လင့် ခြင်း ရဲ့ အ ဆုံး သတ်
anger,ဝင် မ ရှုပ် နဲ့
neutral,ဒီ နေ့ တော့ စိတ် ညစ် စ ရာ တွေ မ ရှိ ဘူး
suprise,မျှော် လင့် မ ထား တဲ့ သ တင်း ကောင်း ကြောင့် ရင် ခုန် သွား ရ တယ်
love,အား လုံး က ပုံ ပြင် တွေ လို ပါ ပဲ ၊ အ ဆုံး သတ် က မ လှ ခဲ့ ဘူး
sadness,စိတ် ဓာတ် တွေ ပြို လဲ သွား တဲ့ အ ခါ
suprise,ရင် ထဲ မှာ ဗြုန်း ခ နဲ ဆတ် ခ နဲ ဖြစ် သွား တာ ပဲ
sadness,ခံ စား ချက် မ ရှိ တဲ့ အ ရုပ် တစ် ခု လို ပဲ
anger,မ ကြား ချင် ဘူး
anger,အ ဆင့် မ ရှိ တာ
anger,မ တ ရား တာ ကို လက် မ ခံ ဘူး
sadness,အ ရာ ရာ ကို လက် လွှတ် လိုက် ချင် ပြီ
joy,ကော် ဖီ သောက် ရ လို့ ပျော် တယ်
anger,အ ကန့် အ သတ် ရှိ တယ် နော်
neutral,ရင် ထဲ မှာ အေး မြ ပြီး ကြည် လင် တယ်
joy,ရှယ် အ ဆင် ပြေ
anger,မုန်း ဖို့ ကောင်း လိုက် တာ
neutral,အ ရာ ရာ ကို သ ဘာ ဝ အ တိုင်း ပဲ လက် ခံ လိုက် တာ စိတ် အေး ရ တယ်
sadness,မ မေ့ နိုင် တဲ့ အ တိတ် ဆိုး
love,ရင် ဘတ် တစ် ခု လုံး အောင့် တက် လာ တယ်
joy,စိတ် ညစ် စ ရာ တွေ အား လုံး ကို နောက် မှာ ထား ခဲ့ ပြီး ဘ ဝ သစ် တစ် ခု ကို ပျော် ပျော် ရွှင် ရွှင် စ တင် နိုင် ခဲ့ တဲ့ နေ့ တစ် နေ့
neutral,စိတ် ချမ်း မြေ့ စ ရာ
joy,အား လုံး အ ဆင် ပြေ
suprise,အံ့ ဩ လွန်း လို့ နှ လုံး ခုန် သံ တွေ တောင် မြန် လာ တယ်
suprise,ဘု ရား ရေ ... ဒါ တ ကယ့် အ ရှိ တ ရား လား
neutral,ရိုး ရှင်း တဲ့ အ ရာ လေး တွေ က စိတ် ချမ်း သာ စေ တယ်
anger,တော် တော် ဆိုး တာ ပဲ
neutral,နေ လို့ ကောင်း လိုက် တာ
joy,အ လို ကျ ပဲ
love,စိတ် ပျက် လွန်း လို့ စ ကား တောင် မ ဟ ချင် တော့ တာ
suprise,လုံး ဝ ကို စိတ် လှုပ် ရှား ပြီး ပျော် သွား တာ ပဲ
anger,မင်း နဲ့ ပြော ရ တာ အ ချိန် ပုပ် တယ်
anger,မင်း ကြောင့် ပျက် စီး ကုန် ပြီ
sadness,နား လည် မှု လွဲ မှား ခြင်း ရဲ့ အ ကျိုး ဆက်
neutral,ပူ စ ရာ မ လို တော့ ဘူး
anger,လူ ကို လာ မ နှိမ် နဲ့
sadness,ငါ့ ကမ် ဘာ လေး တစ် ခု လုံး ပြာ ကျ သွား သ လို ပဲ
anger,ခေါင်း ကို မီး တောက် မ တတ် ပဲ
neutral,တ ရား မှတ် ရင်း စိတ် ကို ငြိမ် အောင် ထား လိုက် တယ်
joy,အောင် မြင် မှု ရဲ့ အ ရ သာ
love,ဘာ ကြောင့် မှန်း မ သိ ဘဲ မျက် ရည် ကျ မိ တယ်
neutral,အိမ် မှာ တင် အေး ဆေး နား ရ တာ ကောင်း တယ်
anger,ဘာ မှ လာ မ ပြော နဲ့
suprise,လုံး ဝ Surprise ပါ ပဲ ၊ တစ် သက် လုံး မ မေ့ နိုင် စ ရာ ပဲ
fear,လူ တွေ ကြား ထဲ သွား ရ မှာ ကို ကြောက် နေ မိ တယ်
sadness,နှ လုံး သား ကြေ ကွဲ ခြင်း
neutral,အေး ဆေး ဖြတ် သန်း မယ်
fear,ဆုံး ရှုံး ရ မှာ ကို ကြောက် တယ်
joy,ဟေး ... အောင် မြင် ပြီ
joy,ကြာ ကြာ စောင့် ခဲ့ ရ တဲ့ ပါ ဆယ် ထုပ် လေး အိမ် ကို ရောက် လာ တဲ့ အ ချိန်
joy,အား လုံး ပြည့် စုံ
joy,အင်္ ကျီ အ သစ် နဲ့ ပျော် တယ်
suprise,ရင် ခုန် လွန်း လို့ အ သက် ရှူ ဖို့ တောင် မေ့ သွား တယ်
love,အ ရာ ရာ ကို စိတ် ကုန် နေ မိ တယ်
joy,ရင် ထဲ နွေး ထွေး
joy,မိုး အေး အေး နဲ့ ပျော် တယ်
love,အ ထီး ကျန် စွာ နဲ့ ပဲ အ သား ကျ သွား ပါ တယ်
fear,ခွေး ဟောင် ရင် ကြောက် တတ် တယ်
neutral,ဘာ ဖိ အား မှ မ ရှိ တဲ့ နေ့ တစ် နေ့
neutral,ဇိမ် ရှိ ရှိ နေ မယ်
sadness,မျှော် လင့် ချက် ကင်း မဲ့ ခြင်း
fear,မျက် ရည် တောင် ကျ တယ်
neutral,ဒီ နေ့ တော့ ကိုယ့် အ တွက် ပဲ အ ချိန် ပေး မယ်
anger,လူ ကို အ ထင် မ သေး နဲ့
fear,သူ့ ဒေါ သ တွေ ကို ရင် မ ဆိုင် ရဲ ဘူး
joy,တ ကယ့် ကို
neutral,စိတ် ထဲ ရှင်း သွား တယ်
fear,အောက် ထပ် က ထူး ဆန်း တဲ့ အ သံ တွေ ကြား နေ ရ တယ်
suprise,အံ့ ဩ လွန်း လို့ ကြက် သီး တွေ တောင် ထ သွား တယ်
anger,လူ့ ဗာ လ တွေ
neutral,ခန် ဓာ ကိုယ် ထဲ က ပင် ပန်း မှု တွေ အား လုံး ပျောက် ကွယ် သွား ပြီ
joy,အ ပျော် ဆုံး နေ့
neutral,အေး အေး ဆေး ဆေး ကော် ဖီ သောက် မယ်
fear,တစ် ယောက် တည်း ကျန် ခဲ့ မှာ ကို တ ကယ် ကြောက် တယ်
fear,အ သား တွေ ဆတ် ဆတ် တုန် လို့
anger,ကိုယ့် အ လုပ် ကိုယ် လုပ် စမ်း ပါ
neutral,စိတ် အေး ရ ပြီ
love,ဘာ ကို မှ မ ပြင် ဆင် နိုင် တော့ ဘူး
fear,သူ့ မျက် လုံး တွေ က ကြောက် စ ရာ ကြီး
love,အ ဖော် မဲ့ တဲ့ လမ်း မ ထက် မှာ
neutral,အား လုံး အို ကေ တယ်
neutral,အား လုံး ကို မေတ် တာ ပွား နေ မိ တယ်
joy,စိတ် ပေါ့ ပါး လို့ ပျော် တယ်
joy,မုန့် စား ရ လို့ ပျော် တယ်
joy,က လေး တွေ တွေ့ လို့ ပျော် တယ်
sadness,ရင် ဘတ် ထဲ က နာ ကျင် မှု က အ မြစ် တွယ် နေ ပြီ
anger,မုန်း တယ်
neutral,နေ ရ တာ ငြိမ်း ချမ်း တယ်
fear,နား ပိတ် ထား လိုက် မယ်
neutral,စိတ် ထဲ မှာ တည် ငြိမ် အေး ချမ်း လို့
sadness,မျှော် လင့် ချက် တွေ ပျက် သုဉ်း ခြင်း
love,သူ စိမ်း တွေ ဖြစ် သွား ကြ ပြီ ပေါ့
suprise,ရုတ် တ ရက် ကြီး ဆို တော့ ဘာ ပြော ရ မှန်း တောင် မ သိ ဘူး
suprise,အံ့ ဩ လွန်း လို့ ပါး စပ် တောင် မ ပိတ် နိုင် တော့ ဘူး
joy,အား လုံး အို ကေ ပဲ
suprise,တ ကယ် ကြီး လား လို့ ... နောက် နေ တာ မ ဟုတ် ဘူး မ လား
joy,ရင် ထဲ လန်း ဆန်း
neutral,စိတ် ကျေ နပ် တယ်
suprise,အ မ လေး ... အံ့ ဩ လို့ မ ဆုံး နိုင် တော့ ဘူး
joy,ဘ ဝ မှာ ဘာ ကို မှ ထပ် ပြီး မ တောင်း တ တော့ ဘဲ အ ခု ရှိ နေ တဲ့ အ ခြေ အ နေ လေး အ ပေါ် မှာ တင် အ ပြည့် အ ဝ ကျေ နပ် နေ တာ
fear,အ ရာ ရာ တိုင်း ပျက် စီး ဆုံး ရှုံး သွား ပြီး ဘာ မှ မ ရှိ တော့ တဲ့ ဘ ဝ ကို ရောက် သွား မှာ ကို တွေး ပြီး သွေး ပျက် နေ မိ တယ်
anger,အ သုံး မ ကျ တဲ့ ကောင်
neutral,စိုး ရိမ် စိတ် တွေ လွင့် ပြယ် သွား ပြီ
neutral,ရေ ချိုး လိုက် ရ တာ လန်း ဆန်း သွား တာ ပဲ
fear,ကား မ တော် တ ဆ မှု တွေ မြင် ဖူး က တည်း က ကား လမ်း ကူး ရ မှာ ကို ပုံ မှန် ထက် ပို ပြီး ကြောက် လန့် နေ မိ တော့ တယ်
neutral,အား လုံး အ ဆင် ပြေ ချော မွေ့ သွား မှာ ပါ
joy,ဒီ ထက် ပို ကောင်း တဲ့ နေ့ ရှိ နိုင် ဦး မ လား လို့ တွေး မိ တယ်
joy,အောင် မြင် လို့ ပျော် တယ်
joy,ပါ ဆယ် ရောက် လို့ ပျော် တယ်
sadness,အ တိတ် ကို ပြန် ပြင် လို့ မ ရ တော့ ဘူး လေ
fear,စ ကား တောင် မ ပီ တော့ ဘူး
joy,ပေါ့ ပါး လန်း ဆန်း
neutral,တွေး မ ပူ တော့ ဘူး
suprise,ဝိုး ... ဒါ မျိုး ကို အိပ် မက် ထဲ တောင် မက် ဖူး ဘူး
suprise,အ မ လေး ... ရင် ထဲ အေး ခ နဲ ဖြစ် သွား တာ ပဲ
fear,နောက် က နေ တစ် ယောက် ယောက် စိုက် ကြည့် နေ သ လို ပဲ
anger,ဒုက် ခ ပေး တဲ့ ကောင်
neutral,အား လုံး အို ကေ
fear,သ ရဲ ခြောက် နေ သ လို ပဲ
sadness,စိတ် ဓာတ် တွေ အောက် ခြေ အ ထိ ပြုတ် ကျ သွား တဲ့ နေ့
