Text,Text-MM,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour
 Sending affectionate vibes to friends and family.        ,သူငယ်ချင်းတွေနဲ့ မိသားစုဆီသို့ ချစ်ခင်ကြင်နာတဲ့ ခံစားချက်တွေ ပို့သလိုက်ပါတယ်။, Affection    ,2023-02-24 16:00:00, FamilyLover     , Instagram , #Affection #FamilyLove                      ,15.0,30.0,USA,2023,2,24,16
 Awe-struck by the beauty of the night sky.               ,ညကောင်းကင်ရဲ့ အလှတရားကို အံ့သြတကြီး ငေးမောမိပါတယ်။, Awe          ,2023-02-24 20:30:00, Stargazer       , Facebook , #Awe #StarryNight                        ,22.0,45.0, Australia ,2023,2,24,20
 Disappointed with the lack of progress in a personal project. ,ကိုယ်ပိုင် ပရောဂျက်တစ်ခုမှာ တိုးတက်မှုမရှိတာကို စိတ်ပျက်မိပါတယ်။, Disappointed ,2023-02-25 09:00:00, ProjectStruggle , Twitter  , #Disappointed #Project                     ,18.0,35.0, India      ,2023,2,25,9
 A surprise visit from an old friend brought tears of joy. ,သူငယ်ချင်းဟောင်းတစ်ယောက်ရဲ့ အံ့အားသင့်ဖွယ် လာရောက်လည်ပတ်မှုက ပျော်ရွှင်မျက်ရည်တွေ ကျစေခဲ့တယ်။, Surprise     ,2023-02-25 14:45:00, JoyfulReunion   , Instagram , #Surprise #OldFriends                       ,25.0,50.0, USA          ,2023,2,25,14
 Embracing acceptance of life's ups and downs.           ,ဘဝရဲ့ အနိမ့်အမြင့်တွေကို လက်ခံမှုကို ပွေ့ဖက်ခြင်း။, Acceptance   ,2023-02-25 18:20:00, LifeAcceptance  , Facebook , #Acceptance #LifeJourney                   ,15.0,30.0, Canada     ,2023,2,25,18
 Overflowing adoration for a cute rescue puppy! 🐶       ,ချစ်စရာကောင်းတဲ့ ကယ်ဆယ်ထားတဲ့ ခွေးပေါက်လေးအတွက် အလွန်အမင်း ချစ်ခင်မြတ်နိုးမှုတွေ ပြည့်လျှံနေပါတယ်! 🐶, Adoration    ,2023-02-26 10:45:00, PuppyAdmirer    , Twitter  , #Adoration #PuppyLove                       ,22.0,45.0, UK         ,2023,2,26,10
 Anticipating the release of a much-awaited movie.       ,အရမ်းစောင့်မျှော်နေတဲ့ ရုပ်ရှင်တစ်ကား ထွက်ရှိလာဖို့ မျှော်လင့်နေပါတယ်။, Anticipation ,2023-02-26 07:30:00, MovieBuff2      , Instagram , #Anticipation #MovieRelease                 ,20.0,40.0, Australia    ,2023,2,26,7
 Bitter experience at the customer service department.   ,Customer service ဌာနမှာ ခါးသီးတဲ့ အတွေ့အကြုံ။, Bitter       ,2023-02-26 15:00:00, CustomerWoes    , Facebook , #BitterExperience #CustomerService         ,18.0,35.0, USA       ,2023,2,26,15
 Finding calmness amidst the chaos of daily life.        ,နေ့စဉ်ဘဝရဲ့ ရှုပ်ထွေးမှုတွေကြားထဲမှာ တည်ငြိမ်မှုကို ရှာဖွေတွေ့ရှိခြင်း။, Calmness     ,2023-02-27 09:30:00, CalmSoul        , Twitter  , #Calmness #InnerPeace                      ,15.0,30.0, India     ,2023,2,27,9
 Confusion reigns as I try to make sense of recent events.,လတ်တလော အဖြစ်အပျက်တွေကို နားလည်အောင် ကြိုးစားရာမှာ ရှုပ်ထွေးမှုတွေက လွှမ်းမိုးနေတယ်။, Confusion    ,2023-02-27 14:20:00, ConfusedMind2   , Instagram , #Confusion #MakingSense                    ,25.0,50.0, UK   ,2023,2,27,14
 Excitement building up for a surprise birthday party.   ,အံ့အားသင့်ဖွယ် မွေးနေ့ပါတီတစ်ခုအတွက် စိတ်လှုပ်ရှားမှုတွေ တိုးပွားလာနေပါတယ်။, Excitement   ,2023-02-27 18:45:00, BirthdayExcite  , Facebook , #Excitement #SurpriseParty                 ,22.0,45.0, Canada ,2023,2,27,18
 Witnessed an act of kindness that made my day.          ,ကျွန်တော့်ရဲ့နေ့ကို ပျော်ရွှင်စေခဲ့တဲ့ ကြင်နာမှုလုပ်ရပ်တစ်ခုကို တွေ့မြင်ခဲ့ရတယ်။, Kind         ,2023-02-28 11:30:00, KindnessObserver, Twitter  , #Kindness #ActsOfKindness                  ,20.0,40.0, USA       ,2023,2,28,11
 Pride in completing a challenging fitness challenge.    ,စိန်ခေါ်မှုရှိတဲ့ ကျန်းမာရေးစိန်ခေါ်မှုတစ်ခုကို ပြီးမြောက်အောင်မြင်မှုအတွက် ဂုဏ်ယူခြင်း။, Pride        ,2023-02-28 16:00:00, FitAchiever     , Instagram , #Pride #FitnessChallengeCompleted          ,30.0,60.0, UK            ,2023,2,28,16
 A moment of shame for not speaking up against injustice.,မတရားမှုကို ဆန့်ကျင်မပြောဆိုခဲ့မိတဲ့အတွက် ရှက်ရွံ့မိတဲ့အခိုက်အတန့်။, Shame        ,2023-02-28 19:45:00, ReflectiveSelf2 , Facebook , #Shame #Injustice                           ,15.0,30.0, India     ,2023,2,28,19
 Reflecting on the beauty of diversity in our world.     ,ကျွန်တော်တို့ ကမ္ဘာလောကထဲက ကွဲပြားမှုရဲ့ အလှတရားကို ပြန်လည်သုံးသပ်နေပါတယ်။, Acceptance   ,2023-03-01 10:45:00, DiversityLover  , Twitter  , #Acceptance #Diversity                      ,22.0,45.0, Australia ,2023,3,1,10
 Excitement for a quiet evening with a good book.        ,စာအုပ်ကောင်းတစ်အုပ်နဲ့ တိတ်ဆိတ်ငြိမ်သက်တဲ့ ညနေခင်းအတွက် စိတ်လှုပ်ရှားခြင်း။, Excitement   ,2023-03-01 13:30:00, BookwormJoy     , Instagram , #Excitement #BookTime                       ,18.0,35.0, USA          ,2023,3,1,13
 Feeling bitter about the unfairness in the workplace.   ,အလုပ်ခွင်ထဲက မတရားမှုတွေအပေါ် ခါးသီးမှု ခံစားရပါတယ်။, Bitter       ,2023-03-01 17:45:00, WorkplaceWoes   , Twitter  , #Bitter #Unfairness                         ,15.0,30.0, Canada    ,2023,3,1,17
 Calmness prevails as I practice mindfulness.            ,သတိပဋ္ဌာန် ကျင့်ကြံနေချိန်မှာ တည်ငြိမ်မှုက လွှမ်းမိုးနေပါတယ်။, Calmness     ,2023-03-02 18:00:00, MindfulMe       , Facebook , #Calmness #Mindfulness                      ,15.0,30.0, UK        ,2023,3,2,18
 Confusion surrounds me as I navigate through life's choices. ,ဘဝရဲ့ ရွေးချယ်မှုတွေကြားထဲမှာ လမ်းညွှန်ရာမှာ ရှုပ်ထွေးမှုတွေက ကျွန်တော့်ကို ဝန်းရံနေတယ်။, Confusion ,2023-03-02 13:15:00, ConfusedMind3   , Instagram , #Confusion #LifeChoices                     ,30.0,60.0, USA   ,2023,3,2,13
 Excitement for a weekend road trip to explore new places. ,နေရာအသစ်တွေ စူးစမ်းဖို့ စနေ၊ တနင်္ဂနွေ ကားနဲ့ခရီးထွက်ဖို့ စိတ်လှုပ်ရှားခြင်း။, Excitement ,2023-03-02 16:45:00, RoadTripper2    , Twitter  , #Excitement #WeekendAdventure               ,25.0,50.0, India     ,2023,3,2,16
 Kindness witnessed today restores my faith in humanity.  ,ဒီနေ့ တွေ့မြင်ခဲ့ရတဲ့ ကြင်နာမှုက လူသားမျိုးနွယ်အပေါ် ကျွန်တော့်ရဲ့ ယုံကြည်မှုကို ပြန်လည်တည်ဆောက်ပေးခဲ့တယ်။, Kind         ,2023-03-03 11:30:00, KindnessPrevails2, Facebook , #Kindness #HumanityRestored                 ,22.0,45.0, USA       ,2023,3,3,11
 Pride in accomplishing personal and professional goals.  ,ကိုယ်ပိုင်နဲ့ အသက်မွေးဝမ်းကျောင်းဆိုင်ရာ ပန်းတိုင်တွေကို အောင်မြင်မှုအတွက် ဂုဏ်ယူခြင်း။, Pride        ,2023-03-03 14:30:00, GoalAchiever    , Instagram , #Pride #Accomplishments                     ,12.0,25.0, Canada ,2023,3,3,14
 Shame for not being true to my values in a difficult situation.,ခက်ခဲတဲ့ အခြေအနေတစ်ခုမှာ ကိုယ့်တန်ဖိုးတွေကို သစ္စာမရှိခဲ့မိတဲ့အတွက် ရှက်ရွံ့ခြင်း။, Shame ,2023-03-03 12:00:00, ReflectiveSelf3 , Twitter  , #Shame #Integrity                           ,15.0,30.0, UK        ,2023,3,3,12
" Revisiting old memories, feeling a sense of elation. ",အမှတ်တရဟောင်းတွေကို ပြန်လည်လည်ပတ်ရင်း၊ ရွှင်လန်းတက်ကြွမှု ခံစားရပါတယ်။, Elation       ,2010-05-15 15:30:00, NostalgiaFan    , Twitter  , #Elation #Memories                             ,20.0,40.0, Canada    ,2010,5,15,15
 The victory of our team brought euphoria to the city. ,ကျွန်တော်တို့အသင်းရဲ့ အောင်ပွဲက မြို့အတွက် အလွန်အမင်း ပျော်ရွှင်မှုကို ဆောင်ကြဉ်းပေးခဲ့တယ်။, Euphoria      ,2021-08-10 21:15:00, SportsFanatic   , Instagram , #Euphoria #Victory                             ,15.0,30.0, USA      ,2021,8,10,21
" Embracing the beauty of nature, a moment of contentment. ",သဘာဝတရားရဲ့ အလှကို ပွေ့ဖက်ရင်း၊ ကျေနပ်မှုရရှိတဲ့ အခိုက်အတန့်။, Contentment   ,2011-06-20 14:45:00, NatureLover2    , Facebook , #Contentment #Nature                           ,25.0,50.0, India       ,2011,6,20,14
" Meditating by the serene lake, finding inner peace.   ",တည်ငြိမ်အေးချမ်းတဲ့ ကန်နဘေးမှာ တရားထိုင်ရင်း၊ အတွင်းစိတ် ငြိမ်းချမ်းမှုကို ရှာဖွေတွေ့ရှိခြင်း။, Serenity      ,2022-02-12 18:20:00, ZenMaster2      , Twitter  , #Serenity #Meditation                          ,18.0,35.0, UK          ,2022,2,12,18
 Overflowing with gratitude for life's blessings.      ,ဘဝရဲ့ ကောင်းချီးမင်္ဂလာတွေအတွက် ကျေးဇူးတင်မှုတွေ ပြည့်လျှံနေပါတယ်။, Gratitude     ,2012-11-25 10:00:00, ThankfulHeart   , Instagram , #Gratitude #Blessed                            ,30.0,60.0, Australia   ,2012,11,25,10
" Hopeful for a brighter tomorrow, despite challenges.  ",စိန်ခေါ်မှုတွေကြားကပဲ၊ ပိုမိုတောက်ပတဲ့ မနက်ဖြန်အတွက် မျှော်လင့်ချက်ရှိပါတယ်။, Hope          ,2013-04-05 19:30:00, OptimisticSoul  , Facebook , #Hope #Optimism                                ,22.0,45.0, USA      ,2013,4,5,19
 Empowered to make a difference in my community.        ,ကျွန်တော့်ရဲ့ လူမှုအသိုင်းအဝိုင်းမှာ ပြောင်းလဲမှုတစ်ခု ပြုလုပ်ဖို့ စွမ်းဆောင်နိုင်မှု ခံစားရပါတယ်။, Empowerment   ,2014-09-14 08:30:00, CommunityLeader , Twitter  , #Empowerment #Community                        ,15.0,30.0, UK       ,2014,9,14,8
 Compassion in action: supporting a local charity event. ,လက်တွေ့လုပ်ဆောင်မှုထဲက ကရုဏာတရား - ဒေသခံ ပရဟိတပွဲတစ်ခုကို ပံ့ပိုးကူညီခြင်း။, Compassion    ,2015-07-18 14:20:00, CharitySupporter, Instagram , #Compassion #CharityEvent                   ,18.0,35.0, Canada ,2015,7,18,14
