text,sentiment
အခြားသူတွေရဲ့ ချမ်းသာကြွယ်ဝမှုကို မြင်တွေ့ရချိန်မှာ ငြူစူမှုက ကျွန်တော့်ကို တဖြည်းဖြည်း ကိုက်စားနေတယ်, Envy            
လွဲချော်ခဲ့တဲ့ အခွင့်အလမ်းတွေအတွက် နောင်တရမှုက ကျွန်တော့်အတွေးတွေကို ခြောက်လှန့်နေတယ်, Regret         
မတရားမှုနဲ့ ရက်စက်ကြမ်းကြုတ်မှုကို မြင်တွေ့ရခြင်းအပေါ် စက်ဆုပ်ရွံရှာမှု, Disgust         
စိတ်ပျက်အားငယ်မှုထဲမှာ နစ်မြုပ်နေပြီး၊ မျှော်လင့်ချက်က ကျွန်တော့်လက်ချောင်းတွေကြားကနေ လျှောကျနေတယ်, Despair      
ဝမ်းနည်းပူဆွေးမှုက လေးလံနေပြီး၊ မျက်ရည်တွေက အမြဲတမ်း အဖော်ဖြစ်နေတယ်, Grief           
လူထူတဲ့ အခန်းထဲက အထီးကျန်မှု၊ ချိတ်ဆက်မှုအတွက် တိတ်ဆိတ်စွာ ငိုကြွေးခြင်း, Loneliness 
မနာလိုဝန်တိုမှုက ကျွန်တော့်ရဲ့ ယုံကြည်မှုကို ကိုက်စားနေတယ်၊ အဆိပ်အတောက်ဖြစ်စေတဲ့ စိတ်ခံစားမှု, Jealousy        
နာကြည်းမှုက အရင်းတည်နေပြီး၊ ဆက်ဆံရေးတွေကို အဆိပ်ခတ်နေတယ်, Resentment      
စိတ်ပျက်မှုက ပေါက်ကွဲထွက်လာတယ်၊ စိတ်ခံစားမှုတွေရဲ့ မီးတောင်ပေါက်ကွဲမှု, Frustration 
ပျင်းရိငြီးငွေ့မှုက ဖုန်မှုန့်တွေလို အနည်ထိုင်နေပြီး၊ ဘဝက သာမန်ဖြစ်နေတယ်လို့ ခံစားရတယ်, Boredom         
စိုးရိမ်ပူပန်မှုက ကျွန်တော့်ရင်ဘတ်ကို ဆုပ်ကိုင်ထားတယ်၊ ကျွန်တော့်အတွေးတွေအပေါ် မရပ်မနား ဆုပ်ကိုင်ထားမှု, Anxiety   
ရှေ့ဆက်ရမယ့် စိန်ခေါ်မှုတွေကြောင့် ကြောက်ရွံ့ထိတ်လန့်မှု၊ ကြောက်စိတ်က လွှမ်းမိုးလာတယ်, Intimidation 
အကူအညီမဲ့မှုက ကျွန်တော့်ကို ဝါးမြိုသွားတယ်၊ ပြဿနာပင်လယ်ထဲမှာ နစ်မြုပ်နေတယ်, Helplessness 
ငြူစူမှုက ကျွန်တော့်အတွေးတွေကို အဆိပ်ခတ်တယ်၊ အခြားသူတွေရဲ့ အောင်မြင်မှုကို တပ်မက်ခြင်း, Envy            
နာကျင်ဖွယ် ပစ္စုပ္ပန်ကို ဖြစ်စေခဲ့တဲ့ ဆုံးဖြတ်ချက်တွေအတွက် နောင်တရခြင်း, Regret         
လူ့အဖွဲ့အစည်းကို စွန်းထင်းစေတဲ့ အကျင့်ပျက်ခြစားမှုအပေါ် စက်ဆုပ်ရွံရှာမှု, Disgust         
စိတ်ပျက်အားငယ်မှုထဲမှာ နစ်မြုပ်နေတယ်၊ နေ့ရက်တိုင်းက နောက်ဆုံးနေ့ထက် ပိုမှောင်မိုက်တယ်, Despair         
ဝမ်းနည်းပူဆွေးမှုက လွှမ်းမိုးနေတယ်၊ အတွင်းထဲက စိတ်ခံစားမှုတွေရဲ့ မုန်တိုင်း, Grief           
အထီးကျန်မှုက လွတ်နေတဲ့ နေရာတွေမှာ ပဲ့တင်ထပ်နေတယ်၊ ချိတ်ဆက်မှုကို တောင့်တခြင်း, Loneliness 
မနာလိုဝန်တိုမှုက ကျွန်တော့်အတွေးတွေကို အဆိပ်ခတ်တယ်၊ နာကြည်းမှုက အတွင်းထဲမှာ ဖြစ်ပေါ်နေတယ်, Jealousy    
နာကြည်းမှုက အနာစိမ်းလို ဖြစ်နေတယ်၊ ကျက်ဖို့ ငြင်းဆန်နေတဲ့ ဒဏ်ရာ, Resentment      
စိတ်ပျက်မှုက တိုးမြင့်လာတယ်၊ စိတ်ခံစားမှုတွေရဲ့ မိုးကြိုးမုန်တိုင်း, Frustration     
ပျင်းရိငြီးငွေ့မှုက ဆက်ရှိနေတယ်၊ လျစ်လျူရှုမှုရဲ့ ရပ်တန့်နေတဲ့ ရေအိုင်, Boredom         
စူးစမ်းလိုစိတ်နဲ့ ဗဟုသုတအတွက် ဆာလောင်မှုတို့က တွန်းအားပေးတဲ့ ရှာဖွေတွေ့ရှိမှု ခရီးစဉ်တစ်ခုကို စတင်ခြင်း, Curiosity       
ကျယ်ပြန့်တဲ့ သတင်းအချက်အလက် ပင်လယ်ထဲမှာ ပျောက်ဆုံးနေခြင်း၊ ဒစ်ဂျစ်တယ် သမုဒ္ဒရာထဲက လျစ်လျူရှုထားတဲ့ လှိုင်းလုံးတစ်ခု, Indifference    
ဘဝရဲ့ ရှုပ်ထွေးတဲ့ ပဟေဠိက ကျွန်တော့်ကို အမြဲတမ်း ရှုပ်ထွေးမှု အခြေအနေထဲမှာ ထားခဲ့တယ်၊ ရှုပ်ထွေးမှုတွေကြားထဲမှာ အဖြေတွေကို ရှာဖွေနေခြင်း, Confusion       
ထုံကျင်မှုတစ်ခုက ကျွန်တော့်အပေါ် အခြေချလာတယ်၊ ဘဝက ပစ်ပေါက်လိုက်တဲ့ လွှမ်းမိုးနေတဲ့ စိတ်ခံစားမှုတွေကို ကာကွယ်ပေးတဲ့ ဒိုင်းတစ်ခု, Numbness        
နေဝင်ချိန်ကို ငေးကြည့်ရင်း၊ အချိန်ရဲ့ လက်ချောင်းတွေကြားကနေ လျှောကျသွားတဲ့ အခိုက်အတန့်တွေအတွက် ဝမ်းနည်းဖွယ် တမ်းတမှု, Melancholy      
ဓာတ်ပုံဟောင်းတွေကို ပြန်ကြည့်ရင်း၊ အတိတ်ကိုတမ်းတခြင်းရဲ့ ချိုမြိန်ခါးသက်တဲ့ သံစုံတီးဝိုင်းရဲ့ ပွေ့ဖက်မှုထဲမှာ ကျရောက်နေခြင်း, Nostalgia       
ပဋိပက္ခဖြစ်နေတဲ့ စိတ်ခံစားမှုတွေကြားမှာ စိတ်နှစ်ခွဖြစ်နေခြင်း၊ ကျွန်တော့်ရဲ့ ဆုံးဖြတ်ချက်တွေကို မသေချာမရေရာမှု အရိပ်တွေနဲ့ ခြယ်မှုန်းတဲ့ စိတ်နှစ်ခွဖြစ်ခြင်း, Ambivalence     
ဘဝရဲ့ အတက်အကျတွေကို ပွေ့ဖက်ရင်း၊ ဖြစ်တည်မှုရဲ့ အကအခုန်ထဲမှာ လက်ခံမှုကို ရှာဖွေတွေ့ရှိခြင်း, Acceptance      
စိန်ခေါ်မှုတွေကို တည့်တည့်ရင်ဆိုင်ရင်း၊ မဖြစ်နိုင်တာကို အောင်မြင်ဖို့ အတွင်းထဲက မီးကို လောင်ကျွမ်းစေတဲ့ စိတ်ပိုင်းဖြတ်မှု, Determination   
သဘာဝတရားရဲ့ ငြိမ်သက်မှုထဲမှာ တွေ့ရှိရတဲ့ တည်ငြိမ်အေးချမ်းမှု၊ ခေတ်သစ်ကမ္ဘာရဲ့ ရှုပ်ထွေးမှုတွေကနေ ငြိမ်းချမ်းတဲ့ ဆုတ်ခွာရာနေရာတစ်ခု, Serenity        
စူးစမ်းလိုစိတ်က ကျွန်တော့်ကို ဗဟုသုတရဲ့ ယုန်တွင်းထဲသို့ ပို့ဆောင်နေခြင်း၊ ဘဝရဲ့ စာသင်ခန်းထဲက ထာဝရကျောင်းသားတစ်ယောက်, Curiosity       
