emotion_class,cleaned_text,emotion_clean
anger,ဘာ မှ အ သုံး မ ကျ ဘဲ လေ ကြီး နေ တဲ့ သူ တွေ ကို အ မြင် ကတ် တယ်,Anger
neutral,ပင် လယ် ကမ်း စပ် က ဆား ငန် လေ နဲ့ လှိုင်း သံ တွေ ကြောင့် လန်း ဆန်း တက် ကြွ လာ ခြင်း,Neutral
sadness,ရွယ် တူ တွေ နဲ့ ကျောင်း ပ ရော ဂျက် တစ် ခု မှာ ပူး ပေါင်း ဆောင် ရွက် နေ ပါ တယ် အ ဖွဲ့ လိုက် လုပ် ဆောင် မှု က အိပ် မက် ကို အ ကောင် အ ထည် ဖော် စေ တယ်,Sadness
suprise,ကောင်း ကင် က နေ မိုး ရေ စက် တွေ ရုတ် တ ရက် အုန်း ခ နဲ ရွာ ချ လိုက် တာ ပဲ ၊,Neutral
joy,ဒီ စ နေ ၊ တ နင်္ ဂ နွေ သူ ငယ် ချင်း တွေ နဲ့ အ တူ အိပ် ယာ ဝင် ပွဲ ကျင်း ပ နေ ပါ တယ် ရယ် မော ခြင်း နဲ့ အ မှတ် တ ရ တွေ ရဲ့ ည တစ် ည အ တွက် ပြင် ဆင် နေ ခြင်း !,Joy
neutral,မ နက် ဖြန် ခ ရီး သွား ရ မှာ ဆို တော့ ဒီ ည အိပ် လို့ တောင် ပျော် မှာ မ ဟုတ် ဘူး,Neutral
sadness,ဆုံး ရှုံး သွား တဲ့ ဖြစ် နိုင် ခြေ တွေ ရဲ့ တစ် ဆေ ကြောင့် ခြောက် လှန့် ခံ နေ ရ ခြင်း ၊ မှေး မှိန် ဖို့ ငြင်း ဆန် နေ တဲ့ တစ် ဆေ,Sadness
anger,အ ခြား သူ တွေ ရဲ့ အောင် မြင် မှု ကို မြင် တွေ့ ရ ချိန် မှာ မ နာ လို ဝန် တို မှု က ကျွန် တော့် ကို လွှမ်း ခြုံ သွား တယ်,Anger
fear,ကိုယ့် ကိုယ် ကို နာ ကျင် အောင် လုပ် မိ မှာ ကို တွေး ပြီး တုန် လှုပ် တယ်,Fear
joy,စိတ် ခံ စား မှု တွေ ရဲ့ ပျော် ပွဲ ရွှင် ပွဲ ထဲ မှာ ၊ သည်း ထိတ် ရင် ဖို မှု ရဲ့ ရို လာ ကို စ တာ က နှ လုံး သား ကို ရိုင်း စိုင်း တဲ့ စီး နင်း မှု တစ် ခု ဆီ သို့ ပို့ ဆောင် ခြင်း,Joy
anger,မ နာ လို ဝန် တို မှု က ကျွန် တော့် အ တွေး တွေ ကို အ ဆိပ် ခတ် တယ် ၊ နာ ကြည်း မှု က အ တွင်း ထဲ မှာ ဖြစ် ပေါ် နေ တယ်,Anger
suprise,ဒီ ဓာတ် ပုံ ထဲ က နေ ရာ လေး က တ ကယ့် ကို နတ် သက် ကြွေ သ လို လှ တာ ပဲ ၊,Neutral
love,လို အပ် နေ တဲ့ အ ချိန် တွေ မှာ အား ပေး ကူ ညီ တဲ့ လူ မှု အ သိုင်း အ ဝိုင်း အ တွက် ကောင်း ချီး ခံ စား ရ ပါ တယ်,Love
sadness,အ ရင် က ပျော် စ ရာ ကောင်း ခဲ့ တဲ့ အ မှတ် တ ရ တွေ က အ ခု တော့ မျက် ရည် ကျ စ ရာ တွေ ဖြစ် ကုန် ပြီ,Sadness
neutral,အ နု ပ ညာ ရှင် တစ် ယောက် ရဲ့ တိတ် ဆိတ် ငြိမ် သက် မှု ထဲ က အ နု ပ ညာ ဖန် တီး မှု ပေါက် ကွဲ ထွက် ခြင်း,Neutral
sadness,ဓာတ် ပုံ အယ်လ် ဘမ် ဟောင်း တစ် ခု ကို လှန် လှော ကြည့် ရင်း အ တိတ် ကို တမ်း တ စိတ် ဝင် လာ ပါ တယ်,Sadness
love,သူ ငယ် ချင်း ဟောင်း တွေ နဲ့ ' အ မှတ် တ ရ လမ်း ' ည နေ ခင်း တစ် ခု ကျင်း ပ ခဲ့ တယ် ၊ ကျွန် တော် တို့ ရဲ့ ဘ ဝ တွေ ကို ပုံ ဖော် ခဲ့ တဲ့ စွန့် စား ခန်း တွေ အ ကြောင်း ပြန် လည် အ မှတ် ရ နေ ခြင်း # အ မှတ် တ ရ လမ်း # အ ကြီး တန်း ပြန် လည် အ မှတ် ရ ခြင်း,Love
anger,ကိုယ့် ကြိုး စား မှု ကို အ သိ အ မှတ် မ ပြု ဘဲ နှိမ် ချ ဆက် ဆံ ခံ ရ လို့ ဒေါ သ ထွက် တယ်,Anger
sadness,အ တိတ် ဆီ သို့ ခ ရီး စဉ် တစ် ခု ၊ ဒိုင် ယာ ရီ ဟောင်း ရဲ့ စာ မျက် နှာ တွေ ကို လှန် လှော ကြည့် ရင်း ၊ အ တိတ် ကို တမ်း တ မှု က ဦး ဆောင် နေ ခြင်း,Sadness
suprise,ရုတ် တ ရက် ရ ရှိ လိုက် တဲ့ အောင် မြင် မှု ကြောင့် လူ က အိပ် မက် မက် နေ သ လို မျိုး တုန် လှုပ် မိ တယ်,Neutral
anger,ကိုယ့် ကို တန် ဖိုး မ ထား ဘဲ နှိမ် ချ ဆက် ဆံ တာ ကို စိတ် နာ တယ်,Anger
suprise,ဒီ လောက် လှ တဲ့ နေ ရာ မျိုး ကို ရောက် လာ ရ လိမ့် မယ် လို့ တစ် ခါ မှ စိတ် မ ကူး ဖူး ဘူး ၊ အံ့ ဩ ဖို့ ကောင်း လိုက် တာ,Neutral
anger,နာ ကြည်း မှု က အ ရင်း တည် နေ ပြီး ၊ ဆက် ဆံ ရေး တွေ ကို အ ဆိပ် ခတ် နေ တယ်,Anger
joy,ဒီ ခ ရီး စဉ် ရဲ့ အ ခိုက် အ တန့် တိုင်း ကို ခံ စား နေ ခြင်း — စစ် မှန် တဲ့ ပျော် ရွှင် မှု !,Joy
sadness,ဆုံး ရှုံး သွား တဲ့ အ ချစ် ရဲ့ တီး တိုး သံ တွေ က နှ လုံး သား ရဲ့ ထပ် ခိုး ထဲ မှာ ကျန် ရစ် နေ တယ် ၊ မေ့ လျော့ နေ ပေ မယ့် မ ဖျက် ဆီး နိုင် ခြင်း,Sadness
neutral,ဒီ လို မျိုး တိတ် ဆိတ် တဲ့ ည မှာ သီ ချင်း အေး အေး လေး နား ထောင် ရ တာ အ ရ သာ ပဲ,Neutral
fear,ဒီ အ တား အ ဆီး ကြီး ကို ကျော် ဖြတ် ဖို့ သတ် တိ မ ရှိ ဘူး ဖြစ် နေ တယ်,Fear
sadness,စ ကား လုံး တွေ နဲ့ ဖော် ပြ လို့ မ ရ တဲ့ ဝမ်း နည်း မှု တွေ က မျက် ရည် အ ဖြစ် နဲ့ ပဲ စီး ကျ လာ တယ်,Sadness
fear,တ စိမ်း တစ် ယောက် က ငါ့ အိမ် တံ ခါး ကို တွန်း ဖွင့် ဖို့ ကြိုး စား နေ တယ်,Fear
sadness,နှ လုံး သား နာ ကျင် မှု က ပို မို နက် ရှိုင်း လာ တယ် ၊ စိတ် ပျက် အား ငယ် မှု ရဲ့ နက် ရှိုင်း သော တွင်း ထဲ က တစ် ကိုယ် တည်း ခ ရီး စဉ်,Sadness
neutral,နေ ဝင် ချိန် ရဲ့ တည် ငြိမ် အေး ချမ်း တဲ့ အ လှ တ ရား ထဲ မှာ ၊ သ ဘာ ဝ တ ရား က အ ရောင် အ သွေး တွေ ရဲ့ ပန်း ချီ ကား ချပ် တစ် ခု ကို ဖွင့် လှစ် ပြ သ ပြီး ၊ တည် ငြိမ် အေး ချမ်း မှု နဲ့ အံ့ သြ မှု ခံ စား ချက် ကို ဖြစ် ပေါ် စေ ခြင်း,Neutral
love,မင်း ကို သ တိ ရ တိုင်း ငါ့ နှုတ် ခမ်း ဖျား မှာ အ ပြုံး တွေ ဝေ ဆာ လာ တယ်,Love
anger,ကျေး ဇူး ကန်း တဲ့ လူ တွေ ကို မြင် ရ တာ တ ကယ် ကို ရင် နာ ဒေါ သ ထွက် ရ တယ်,Anger
joy,ဒီ ည တိုက် ရိုက် ဂီ တ ဖျော် ဖြေ ပွဲ တစ် ခု တက် ရောက် မှာ ပါ,Joy
sadness,စိတ် ပျက် အား ငယ် မှု ရဲ့ နက် ရှိုင်း သော တွင်း ထဲ မှာ နစ် မြုပ် နေ ခြင်း ၊ အ ပိုင်း ပိုင်း ကွဲ ကြေ သွား တဲ့ နှ လုံး သား ၊ မျှော် လင့် ချက် မဲ့ ခြင်း ရဲ့ ပဲ့ တင် ထပ် နေ တဲ့ တိတ် ဆိတ် မှု ထဲ မှာ ပျောက် ဆုံး နေ ခြင်း,Sadness
anger,ခါး သီး မှု ၊ လျှာ ပေါ် မှာ ကျန် ရစ် နေ တဲ့ ခါး သက် တဲ့ အ ရ သာ ၊ စ ကား လုံး တိုင်း က အ ချိန် ကုန် လွန် တာ နဲ့ အ မျှ ကျက် ဖို့ ငြင်း ဆန် နေ တဲ့ ဒဏ် ရာ တွေ ရဲ့ သ တိ ပေး ချက်,Anger
joy,ပြ တင်း ပေါက် မှန် ပေါ် က မိုး စက် တွေ ရဲ့ စည်း ချက် ထဲ မှာ တည် ငြိမ် အေး ချမ်း မှု ကို ရှာ ဖွေ တွေ့ ရှိ ပါ တယ်,Joy
sadness,ဆန့် ကျင် ဘက် စိတ် ခံ စား မှု တွေ ကြား မှာ စိတ် နှစ် ခွ ဖြစ် နေ ခြင်း ၊ ကျွန် တော့် ရဲ့ ဆုံး ဖြတ် ချက် တွေ ကို မ သေ ချာ မ ရေ ရာ မှု အ ရိပ် တွေ နဲ့ ခြယ် မှုန်း တဲ့ စိတ် နှစ် ခွ ဖြစ် ခြင်း,Sadness
suprise,အား လုံး က ငါ့ ကို အံ့ ဩ စေ ချင် လို့ လျှို့ ဝှက် ချက် ကြီး လို ဖုံး ကွယ် ထား ကြ တာ ကိုး,Neutral
suprise,လျှို့ ဝှက် ဆန်း ကြယ် တဲ့ ရှေး ဟောင်း အ ပျက် အ စီး တစ် ခု ကို စူး စမ်း ရှာ ဖွေ ရင်း စူး စမ်း လို စိတ် ဖြစ် ပေါ် လာ ပါ တယ်,Neutral
joy,ကျေ နပ် မှု ရဲ့ ရွှေ ရောင် အ လင်း ထဲ မှာ နေ ပူ စာ လှုံ နေ ခြင်း ၊ နှ လုံး သား ရဲ့ ရှု ခင်း ထဲ မှာ စီး ဆင်း နေ တဲ့ တည် ငြိမ် အေး ချမ်း တဲ့ မြစ် တစ် စင်း,Joy
fear,ဆေး ရုံ တက် ရ မှာ ကို တင် အ ရမ်း လန့် နေ တဲ့ စိတ် က ဖျောက် မ ရ ဘူး,Fear
anger,ငါ့ ကို လာ ပြီး စိတ် က စား လို့ ရ မ လဲ ဆို ပြီး ရင် ထဲ မှာ ပေါက် ကွဲ တယ်,Anger
joy,လာ မယ့် အ ရည် အ ချင်း ပြ ပွဲ အ တွက် stand-upcomedyroutine တစ် ခု လေ့ ကျင့် နေ ပါ တယ် ဟာ သ ဖျော် ဖြေ မှု - ပြု လုပ် နေ ဆဲ !,Joy
